href,Time,Type,Map,Score,Rated
/game/8501704,2023-01-15 21:16:50,ca,deadandgone,5:10,B
/game/8501535,2023-01-15 19:45:19,duel,maido,21:2,
/game/8500046,2023-01-15 01:20:27,ca,thunderstruck,4:10,
/game/8500011,2023-01-15 01:07:22,ca,asylum,8:10,A
/game/8499972,2023-01-15 00:51:39,ca,midlifecrisis,10:2,A
/game/8499937,2023-01-15 00:41:21,ca,quarantine,10:8,A
/game/8499894,2023-01-15 00:22:41,ca,almostlost,4:10,A
/game/8499861,2023-01-15 00:09:13,ca,campgrounds,9:10,A
/game/8499811,2023-01-14 23:49:41,ca,trinity,8:10,A
/game/8499761,2023-01-14 23:28:55,ca,overek,10:2,A
/game/8499727,2023-01-14 23:15:18,ca,quarantine,3:10,A
/game/8499690,2023-01-14 23:01:26,ca,hellra3map1c,10:4,A
/game/8499661,2023-01-14 22:50:01,ca,hiddenfortress,7:10,A
/game/8499631,2023-01-14 22:35:05,ca,deadandgone,10:7,B
/game/8499609,2023-01-14 22:24:20,ca,asylum,10:7,B
/game/8499583,2023-01-14 22:13:17,ca,hearth,10:5,B
/game/8499354,2023-01-14 20:07:18,ca,campgrounds,9:10,A
/game/8499325,2023-01-14 19:51:48,ca,overek,10:8,A
/game/8499301,2023-01-14 19:33:58,ca,drunkenmummy,10:9,A
/game/8499270,2023-01-14 19:11:18,ca,hiddenfortress,4:10,A
/game/8499253,2023-01-14 18:59:16,ca,asylum,10:9,B
/game/8499232,2023-01-14 18:43:57,ca,campgrounds,3:10,B
/game/8499212,2023-01-14 18:30:47,ca,thunderstruck,10:7,
/game/8499190,2023-01-14 18:19:34,duel,bloodrun,22:1,A
/game/8499165,2023-01-14 18:01:45,duel,bloodrun,5:2,A
/game/8499145,2023-01-14 17:50:02,duel,bloodrun,7:-999,A
/game/8499136,2023-01-14 17:42:19,duel,bloodrun,5:-999,A
/game/8499067,2023-01-14 16:49:33,duel,bloodrun,4:-999,A
/game/8499052,2023-01-14 16:39:33,duel,bloodrun,5:3,A
/game/8497681,2023-01-14 01:52:57,ca,campgrounds,10:5,A
/game/8497638,2023-01-14 01:36:43,ca,overek,6:10,A
/game/8497591,2023-01-14 01:20:50,ca,asylum,6:10,A
/game/8497559,2023-01-14 01:06:16,ca,almostlost,7:10,A
/game/8497514,2023-01-14 00:50:21,ca,trinity,10:8,A
/game/8497473,2023-01-14 00:32:45,ca,campgrounds,9:10,A
/game/8497424,2023-01-14 00:14:48,ca,overek,10:9,A
/game/8497393,2023-01-14 00:01:29,ca,quarantine,10:4,A
/game/8497367,2023-01-13 23:49:50,ca,hiddenfortress,8:10,A
/game/8497341,2023-01-13 23:39:00,ca,deadandgone,6:10,B
/game/8497318,2023-01-13 23:27:16,ca,hellsgate,3:10,
/game/8497305,2023-01-13 23:21:14,ca,hellsgate,10:5,
/game/8497194,2023-01-13 22:16:25,ca,eviscerated,10:6,
/game/8497173,2023-01-13 22:05:19,ca,thunderstruck,10:9,
/game/8497157,2023-01-13 21:54:24,ca,asylum,9:10,B
/game/8497141,2023-01-13 21:41:24,ca,campgrounds,7:10,A
/game/8497124,2023-01-13 21:26:09,ca,deadandgone,10:6,B
/game/8497111,2023-01-13 21:15:22,ca,thunderstruck,3:10,
/game/8497017,2023-01-13 19:57:37,ca,ra3map17c,10:5,B
/game/8497006,2023-01-13 19:43:01,ca,asylum,10:3,A
/game/8496993,2023-01-13 19:29:23,ca,deadandgone,9:10,A
/game/8496975,2023-01-13 19:07:48,ca,deadandgone,2:10,
/game/8496965,2023-01-13 18:58:20,ca,eyetoeye,10:9,
/game/8496924,2023-01-13 18:16:32,ca,eyetoeye,10:1,
/game/8495862,2023-01-13 02:54:56,ca,deadandgone,10:9,A
/game/8495809,2023-01-13 02:30:57,ca,asylum,10:8,A
/game/8495757,2023-01-13 02:13:17,ca,overek,10:4,A
/game/8495717,2023-01-13 01:58:41,ca,almostlost,9:10,A
/game/8495668,2023-01-13 01:42:11,ca,campgrounds,10:6,A
/game/8495631,2023-01-13 01:28:51,ca,drunkenmummy,10:4,A
/game/8495595,2023-01-13 01:17:37,ca,hearth,10:7,A
/game/8495556,2023-01-13 01:03:04,ca,asylum,10:3,A
/game/8495525,2023-01-13 00:51:23,duel,bloodrun,9:5,A
/game/8495471,2023-01-13 00:30:21,duel,bloodrun,11:6,A
/game/8495440,2023-01-13 00:16:37,duel,bloodrun,10:-999,A
/game/8495416,2023-01-13 00:05:42,duel,bloodrun,3:2,A
/game/8495385,2023-01-12 23:50:46,duel,bloodrun,11:2,A
/game/8495355,2023-01-12 23:40:01,duel,bloodrun,8:-999,A
/game/8495331,2023-01-12 23:27:58,ca,asylum,10:4,A
/game/8495307,2023-01-12 23:14:57,ca,campgrounds,5:10,A
/game/8495277,2023-01-12 22:57:35,ca,overek,3:10,A
/game/8495261,2023-01-12 22:44:55,ca,trinity,8:10,A
/game/8495235,2023-01-12 22:25:00,ca,okremix,10:9,A
/game/8495210,2023-01-12 22:05:31,ca,almostlost,10:6,A
/game/8495189,2023-01-12 21:49:48,ca,servitude,7:10,A
/game/8495169,2023-01-12 21:30:58,ca,quarantine,7:10,A
/game/8495147,2023-01-12 21:12:07,ca,campgrounds,10:9,A
/game/8495124,2023-01-12 20:50:15,ca,hearth,10:3,B
/game/8495112,2023-01-12 20:40:08,ca,hellsgate,10:9,
/game/8495104,2023-01-12 20:28:24,ca,ra3map17c,8:10,
/game/8495089,2023-01-12 20:17:17,ca,deadandgone,10:7,B
/game/8495079,2023-01-12 20:04:38,ca,asylum,7:10,
/game/8493688,2023-01-12 00:58:41,duel,furiousheights,2:-999,A
/game/8493670,2023-01-12 00:49:48,duel,bloodrun,8:5,A
/game/8493650,2023-01-12 00:38:28,duel,bloodrun,8:5,A
/game/8493619,2023-01-12 00:23:46,duel,bloodrun,8:7,A
/game/8493591,2023-01-12 00:11:06,duel,bloodrun,9:4,A
/game/8493569,2023-01-11 23:57:53,ca,overek,10:8,A
/game/8493539,2023-01-11 23:42:22,ca,almostlost,10:2,A
/game/8493522,2023-01-11 23:30:30,ca,hiddenfortress,10:8,A
/game/8493494,2023-01-11 23:12:28,ca,quarantine,10:9,A
/game/8493463,2023-01-11 22:51:55,ca,trinity,6:10,A
/game/8493443,2023-01-11 22:36:29,ca,campgrounds,8:10,A
/game/8493421,2023-01-11 22:18:53,ca,deadandgone,6:10,B
/game/8493405,2023-01-11 22:05:25,ca,almostlost,10:8,A
/game/8493377,2023-01-11 21:49:15,ca,overek,7:10,A
/game/8493357,2023-01-11 21:34:15,ca,asylum,10:6,B
/game/8493336,2023-01-11 21:16:27,ffa,campgrounds,30:22,
/game/8493313,2023-01-11 20:57:44,ca,overek,4:10,A
/game/8493300,2023-01-11 20:44:25,ca,deadandgone,10:0,A
/game/8493290,2023-01-11 20:36:01,ca,ra3map17c,2:10,A
/game/8493287,2023-01-11 20:27:19,duel,bloodrun,13:6,A
/game/8491679,2023-01-10 23:18:07,ca,hellsgate,5:10,
/game/8491664,2023-01-10 23:09:57,ca,deadandgone,6:10,
/game/8491651,2023-01-10 23:00:22,ca,asylum,10:8,B
/game/8491632,2023-01-10 22:48:52,ca,thunderstruck,5:10,A
/game/8491617,2023-01-10 22:38:56,ffa,railyard,50:44,B
/game/8491570,2023-01-10 22:10:31,ca,trinity,9:10,A
/game/8491541,2023-01-10 21:52:13,ca,deadandgone,10:8,B
/game/8491522,2023-01-10 21:39:55,ca,asylum,10:6,A
/game/8491508,2023-01-10 21:25:53,ca,overek,10:9,A
/game/8491490,2023-01-10 21:08:51,ca,quarantine,6:10,A
/game/8491474,2023-01-10 20:51:10,ca,campgrounds,10:3,A
/game/8491454,2023-01-10 20:34:35,ca,almostlost,9:10,A
/game/8491435,2023-01-10 20:16:16,ca,trinity,10:9,A
/game/8491415,2023-01-10 19:58:52,ca,deadandgone,10:9,B
/game/8491242,2023-01-10 16:51:22,ca,thunderstruck,8:10,
/game/8491236,2023-01-10 16:44:04,ca,thunderstruck,9:10,
/game/8491228,2023-01-10 16:35:12,ca,thunderstruck,10:8,
/game/8489872,2023-01-09 23:34:27,ca,quarantine,6:10,A
/game/8489830,2023-01-09 23:14:01,ca,trinity,10:9,A
/game/8489792,2023-01-09 22:55:49,ca,almostlost,9:10,A
/game/8489757,2023-01-09 22:37:21,ca,overek,10:7,A
/game/8489735,2023-01-09 22:22:38,ca,campgrounds,10:7,A
/game/8489710,2023-01-09 22:07:42,ca,midlifecrisis,10:8,A
/game/8489683,2023-01-09 21:49:57,ca,campgrounds,10:3,A
/game/8489653,2023-01-09 21:30:12,ca,deadandgone,4:10,
/game/8489604,2023-01-09 20:54:10,ca,thunderstruck,10:6,
/game/8487916,2023-01-08 23:49:09,ca,deadandgone,7:10,B
/game/8487893,2023-01-08 23:39:27,ca,asylum,7:10,B
/game/8487872,2023-01-08 23:28:37,ca,campgrounds,7:10,A
/game/8487845,2023-01-08 23:16:38,ca,proverek2,8:10,A
/game/8487813,2023-01-08 22:57:39,ca,quarantine,10:6,A
/game/8487785,2023-01-08 22:42:01,ca,corrosion,10:6,A
/game/8487749,2023-01-08 22:25:22,ca,campgrounds,10:6,A
/game/8487710,2023-01-08 22:04:39,ca,servitude,10:6,A
/game/8487680,2023-01-08 21:47:45,ca,quarantine,7:10,A
/game/8487646,2023-01-08 21:30:42,ca,campgrounds,8:10,A
/game/8487623,2023-01-08 21:12:47,ca,trinity,10:5,A
/game/8487598,2023-01-08 20:58:29,ca,overek,1:10,A
/game/8487581,2023-01-08 20:49:33,ca,almostlost,8:10,A
/game/8487553,2023-01-08 20:35:28,ca,asylum,10:1,A
/game/8487503,2023-01-08 20:01:48,duel,maido,16:5,
/game/8487490,2023-01-08 19:53:58,duel,maido,4:-999,B
/game/8485624,2023-01-08 00:34:41,ca,asylum,10:6,B
/game/8485597,2023-01-08 00:21:37,ca,overek,10:8,A
/game/8485559,2023-01-08 00:04:01,ca,almostlost,10:5,A
/game/8485530,2023-01-07 23:52:09,ca,trinity,10:4,A
/game/8485504,2023-01-07 23:39:14,ca,quarantine,4:10,A
/game/8485472,2023-01-07 23:25:01,ca,overkill,10:5,A
/game/8485441,2023-01-07 23:09:32,ca,campgrounds,10:6,A
/game/8485408,2023-01-07 22:53:17,ca,okremix,6:10,A
/game/8485375,2023-01-07 22:36:34,ca,corrosion,10:6,A
/game/8485342,2023-01-07 22:19:35,ca,campgrounds,7:10,A
/game/8485312,2023-01-07 22:01:20,ca,servitude,10:6,A
/game/8485282,2023-01-07 21:45:05,ca,quarantine,10:9,A
/game/8485246,2023-01-07 21:24:54,ca,trinity,2:10,A
/game/8485213,2023-01-07 21:08:12,ca,asylum,10:3,B
/game/8485185,2023-01-07 20:53:35,ca,campgrounds,10:3,A
/game/8485040,2023-01-07 19:29:57,ca,smash,8:10,
/game/8485023,2023-01-07 19:21:46,ca,deadandgone,4:10,
/game/8485008,2023-01-07 19:12:48,ca,thunderstruck,5:10,
/game/8484808,2023-01-07 16:40:39,ca,ra3map21c,8:10,
/game/8484797,2023-01-07 16:30:31,ca,ra3map20b,9:10,
/game/8484785,2023-01-07 16:21:06,ca,ra3map19a,10:3,
/game/8484781,2023-01-07 16:14:46,ca,ra3map17a,10:1,
/game/8484771,2023-01-07 16:08:13,ca,ra3map17b,3:10,
/game/8484766,2023-01-07 16:02:14,ca,thunderstruck,8:10,
/game/8483451,2023-01-07 01:32:58,ca,trinity,10:9,A
/game/8483392,2023-01-07 01:10:19,ca,hiddenfortress,10:7,A
/game/8483336,2023-01-07 00:47:07,ca,quarantine,7:10,A
/game/8483292,2023-01-07 00:29:07,ca,ts_ca1,5:10,A
/game/8483252,2023-01-07 00:12:21,ca,okremix,10:1,A
/game/8483228,2023-01-07 00:01:47,ca,trinity,10:6,A
/game/8483196,2023-01-06 23:44:16,ca,quarantine,8:10,A
/game/8483150,2023-01-06 23:25:09,ca,campgrounds,9:10,A
/game/8483109,2023-01-06 23:02:47,ca,overek,10:8,A
/game/8483084,2023-01-06 22:45:45,ca,servitude,10:8,A
/game/8483045,2023-01-06 22:24:16,ca,corrosion,2:10,A
/game/8483022,2023-01-06 22:10:19,ca,campgrounds,10:6,A
/game/8482987,2023-01-06 21:49:16,ca,almostlost,3:10,A
/game/8482962,2023-01-06 21:35:54,ca,trinity,5:10,A
/game/8482933,2023-01-06 21:17:30,ca,deadandgone,10:7,A
/game/8482860,2023-01-06 20:24:49,ca,thunderstruck,10:5,
/game/8481179,2023-01-06 00:44:59,ca,drunkenmummy,10:4,A
/game/8481161,2023-01-06 00:36:55,ca,threestory,8:10,A
/game/8481126,2023-01-06 00:24:15,ca,hearth,7:10,A
/game/8481097,2023-01-06 00:10:24,ca,deadandgone,3:10,B
/game/8481067,2023-01-05 23:59:38,ca,asylum,5:10,A
/game/8481039,2023-01-05 23:47:45,ca,campgrounds,6:10,A
/game/8481007,2023-01-05 23:31:30,ca,hiddenfortress,0:10,A
/game/8480983,2023-01-05 23:21:39,ca,almostlost,10:6,A
/game/8480954,2023-01-05 23:06:40,ca,servitude,10:3,A
/game/8480931,2023-01-05 22:52:59,ca,overek,5:10,A
/game/8480909,2023-01-05 22:40:04,ca,quarantine,10:2,A
/game/8480885,2023-01-05 22:26:50,ca,trinity,7:10,A
/game/8480856,2023-01-05 22:09:57,ca,campgrounds,6:10,A
/game/8480831,2023-01-05 21:54:36,ca,almostlost,9:10,A
/game/8480808,2023-01-05 21:38:13,ca,overek,10:9,A
/game/8480789,2023-01-05 21:23:40,ca,deadandgone,7:10,B
/game/8480767,2023-01-05 21:10:52,ffa,campgrounds,30:13,
/game/8480678,2023-01-05 20:15:01,ca,asylum,9:10,B
/game/8480659,2023-01-05 19:57:54,ca,quarantine,2:10,A
/game/8480643,2023-01-05 19:45:43,ca,campgrounds,10:6,A
/game/8480626,2023-01-05 19:32:34,ca,deadandgone,4:10,B
/game/8480614,2023-01-05 19:22:41,ca,drunkenmummy,7:10,B
/game/8480600,2023-01-05 19:10:53,ca,hearth,10:9,B
/game/8480581,2023-01-05 18:59:55,ca,asylum,10:3,B
/game/8480568,2023-01-05 18:49:58,ca,ra3map17c,4:10,B
/game/8480561,2023-01-05 18:42:03,ca,deadandgone,3:10,B
/game/8478922,2023-01-05 00:03:04,ca,asylum,10:5,A
/game/8478897,2023-01-04 23:51:19,ca,trinity,10:6,A
/game/8478866,2023-01-04 23:34:18,ca,campgrounds,10:7,A
/game/8478834,2023-01-04 23:16:40,ca,okremix,8:10,A
/game/8478794,2023-01-04 22:56:07,ca,servitude,10:2,A
/game/8478762,2023-01-04 22:41:50,ca,quarantine,10:9,A
/game/8478729,2023-01-04 22:22:08,ca,seamsandbolts,7:10,B
/game/8478708,2023-01-04 22:10:42,ca,asylum,5:10,B
/game/8478683,2023-01-04 21:56:36,ca,trinity,6:10,A
/game/8478662,2023-01-04 21:42:27,ca,campgrounds,4:10,A
/game/8478644,2023-01-04 21:28:32,ca,ra3map17c,10:8,B
/game/8478624,2023-01-04 21:16:21,ca,asylum,3:10,B
/game/8478612,2023-01-04 21:06:45,ca,hearth,10:6,B
/game/8478598,2023-01-04 20:56:57,ca,deadandgone,8:10,B
/game/8476678,2023-01-03 22:54:26,ca,quarantine,9:10,A
/game/8476649,2023-01-03 22:36:42,ca,servitude,10:5,A
/game/8476625,2023-01-03 22:22:19,ca,almostlost,10:9,A
/game/8476584,2023-01-03 21:59:16,ca,overek,7:10,A
/game/8476564,2023-01-03 21:43:57,ca,trinity,8:10,A
/game/8476538,2023-01-03 21:26:38,ca,campgrounds,8:10,A
/game/8476519,2023-01-03 21:09:01,ca,asylum,10:1,B
/game/8474645,2023-01-02 22:55:00,ca,almostlost,10:1,A
/game/8474631,2023-01-02 22:45:57,ca,quarantine,6:10,A
/game/8474600,2023-01-02 22:29:43,ca,overek,9:10,A
/game/8474579,2023-01-02 22:15:58,ca,servitude,5:10,A
/game/8474551,2023-01-02 22:02:43,ca,trinity,5:10,A
/game/8474528,2023-01-02 21:49:37,ca,campgrounds,10:6,A
/game/8474502,2023-01-02 21:34:48,ca,almostlost,8:10,A
/game/8474475,2023-01-02 21:20:58,ca,quarantine,10:8,A
/game/8474445,2023-01-02 21:05:06,ca,trinity,10:8,A
/game/8474417,2023-01-02 20:48:55,ca,overek,10:3,A
/game/8474396,2023-01-02 20:37:39,ca,deadandgone,10:6,B
/game/8474377,2023-01-02 20:23:59,ffa,railyard,50:49,B
/game/8474360,2023-01-02 20:09:56,ca,thunderstruck,10:9,
/game/8472860,2023-01-01 20:17:45,ca,overek,10:9,TBD
/game/8472859,2023-01-01 20:17:45,ca,overek,10:9,A
/game/8472859,2023-01-01 20:17:45,ca,overek,10:9,A
/game/8472859,2023-01-01 20:17:45,ca,overek,10:9,A
/game/8472859,2023-01-01 20:17:45,ca,overek,10:9,A
/game/8472852,2023-01-01 22:41:24,ca,ra3map13b,4:10,TBD
/game/8472851,2023-01-01 22:41:24,ca,ra3map13b,4:10,
/game/8472851,2023-01-01 22:41:24,ca,ra3map13b,4:10,
/game/8472851,2023-01-01 22:41:24,ca,ra3map13b,4:10,
/game/8472851,2023-01-01 22:41:24,ca,ra3map13b,4:10,
/game/8472558,2023-01-01 19:47:54,ca,deadandgone,10:3,B
/game/8472557,2023-01-01 19:47:54,ca,deadandgone,10:3,B
/game/8472489,2023-01-01 19:27:51,ca,asylum,7:10,TBD
/game/8472488,2023-01-01 19:27:51,ca,asylum,7:10,B
/game/8472488,2023-01-01 19:27:51,ca,asylum,7:10,B
/game/8472488,2023-01-01 19:27:51,ca,asylum,7:10,B
/game/8472488,2023-01-01 19:27:51,ca,asylum,7:10,B
/game/8472470,2023-01-01 21:07:15,ca,drunkenmummy,10:8,B
/game/8472469,2023-01-01 21:07:15,ca,drunkenmummy,10:8,B
/game/8472447,2023-01-01 22:47:29,ca,hellsgate,3:10,TBD
/game/8472446,2023-01-01 22:47:29,ca,hellsgate,3:10,
/game/8472446,2023-01-01 22:47:29,ca,hellsgate,3:10,
/game/8472446,2023-01-01 22:47:29,ca,hellsgate,3:10,
/game/8472446,2023-01-01 22:47:29,ca,hellsgate,3:10,
/game/8472305,2023-01-01 20:45:01,ca,almostlost,10:6,A
/game/8472304,2023-01-01 20:45:01,ca,almostlost,10:6,A
/game/8472241,2023-01-01 19:39:38,ca,almostlost,10:7,A
